Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Climate Data - Spring: Ecological Study for the Twin-Cities Metropolitan Area,Climate Data - Spring: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Climate Data - Spring prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:81,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/81/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/81,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/81/manifest.json,,p16022coll289:81,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Climate Data - Summer: Ecological Study for the Twin-Cities Metropolitan Area,Climate Data - Summer: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Climate Data - Summer prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:61,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/61/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/61,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/61/manifest.json,,p16022coll289:61,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Climate Data - Winter: Ecological Study for the Twin-Cities Metropolitan Area,Climate Data - Winter: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Climate Data - Winter prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:68,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/68/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/68,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/68/manifest.json,,p16022coll289:68,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Composite Intrinsic Suitability - Matrix I: Ecological Study for the Twin-Cities Metropolitan Area,Composite Intrinsic Suitability - Matrix I: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Composite Intrinsic Suitability - Matrix I prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Chart)",,,"1:250,000 (Chart)",,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:49,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/49/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/49,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/49/manifest.json,,p16022coll289:49,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Composite Intrinsic Suitability - Matrix II: Ecological Study for the Twin-Cities Metropolitan Area,Composite Intrinsic Suitability - Matrix II: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Composite Intrinsic Suitability - Matrix II prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Chart)",,,"1:250,000 (Chart)",,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:57,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/57/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/57,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/57/manifest.json,,p16022coll289:57,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Contents: Ecological Study for the Twin-Cities Metropolitan Area,Contents: Ecological Study for the Twin-Cities Metropolitan Area,Table of contents,,,,English,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:72,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/72/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/72,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/72/manifest.json,,p16022coll289:72,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Ecological Forest Communities: Ecological Study for the Twin-Cities Metropolitan Area,Ecological Forest Communities: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Ecological Forest Communities prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:87,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/87/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/87,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/87/manifest.json,,p16022coll289:87,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Economic Minerals: Ecological Study for the Twin-Cities Metropolitan Area,Economic Minerals: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Economic Minerals prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:86,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/86/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/86,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/86/manifest.json,,p16022coll289:86,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Existing Forest Cover and Forest Related Industry: Ecological Study for the Twin-Cities Metropolitan Area,Existing Forest Cover and Forest Related Industry: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Existing Forest Cover and Forest Related Industry prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:73,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/73/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/73,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/73/manifest.json,,p16022coll289:73,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Existing Urbanization: Ecological Study for the Twin-Cities Metropolitan Area,Existing Urbanization: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Existing Urbanization prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:53,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/53/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/53,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/53/manifest.json,,p16022coll289:53,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Foundation Conditions: Ecological Study for the Twin-Cities Metropolitan Area,Foundation Conditions: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Foundation Conditions prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Geological Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:80,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/80/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/80,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/80/manifest.json,,p16022coll289:80,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Generalized Geologic Section - Aquifers and Ground Water Movement: Ecological Study for the Twin-Cities Metropolitan Area,Generalized Geologic Section - Aquifers and Ground Water Movement: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Generalized Geologic Section - Aquifers and Ground Water Movement prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Cross-section)",,,"1:250,000 (Cross-section)",,,"Wallace, McHarg, Roberts and Todd",,Geological Cross Sections,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:54,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/54/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/54,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/54/manifest.json,,p16022coll289:54,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Geological Sections 1-6: Ecological Study for the Twin-Cities Metropolitan Area,Geological Sections 1-6: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Geological Sections 1-6 prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Cross-section)",,,"1:250,000 (Cross-section)",,,"Wallace, McHarg, Roberts and Todd",,Geological Cross Sections,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:58,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/58/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/58,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/58/manifest.json,,p16022coll289:58,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
